"Title","Image","Content","Date"

"The clocks go back and cold weather is on its way: Some tips to help you cope","https://ichef.bbci.co.uk/news/1024/branded_news/2545/production/_104014590_gettyimages-898870094.jpg"," 

Winter is coming.

No, really. IT IS COMING.

You may have forgotten cold weather is even a thing as Britain basks in the glow of a particularly mild autumn.

But the annual descent into winter is due - temperatures will plummet as low as 1C this weekend.

To add to the shock the clocks go back on Saturday night, so it's going to get even darker in the evenings.

Whether you love or loathe winter, here are some tips to keep you happy and healthy.

How can I prepare my mind?

Feeling gloomier in winter isn't unusual for many of us - but for a small minority there could be a biological cause.

Seasonal affective disorder (SAD) is clinical depression brought on by the changing seasons.

Research is yet to provide conclusive results on its how it works, but there are a number of theories based around a lack of sunlight disrupting our sleep cycles.

 PA  Shorter days means less sunlight during the winter months

Dr Cosmo Hallstrom, from the Royal College of Psychiatrists, explains it could be related to ""the natural phenomenon of hibernation"", as well as the hormone melatonin.

Methods of coping, he adds, include the use of a light box (to mimic sunlight) and regular visits to sunnier countries.

The NHS recommends light boxes, saying 30 minutes to an hour per day should be enough to make a difference.

But helping your mood isn't just about the weather - improving your lifestyle through healthy eating and exercise will also help.

How can I prepare my body?

Healthy eating and exercise could also stave off illnesses associated with the winter months.

The NHS advises that regular consumption of fruit, vegetables, milk and yoghurt - dairy products contain protein, vitamins A and B12, and calcium - will help to boost your immune system.

Winter vegetables - carrots, parsnips, swede, turnips - are perfect either for roasting, mashing or making soup.

Eating hearty breakfasts containing fibre and starchy foods like cereal will also keep illness at bay, as will regular exercise.

To keep ""winter tiredness"" at bay, the NHS suggests getting ""outdoors in natural daylight as much as possible"" as well as counteracting stress with meditation.

  How to keep warm? Tips from cold countries

How can I help others during the colder months?

For some in the UK the weather poses a serious threat.

At least 449 homeless people are reported to have died in the UK during the last 12 months, some as the result of freezing conditions.

Here are a few ways you can help:

Homelessness charity Shelter suggests using a hot drink or some food as a conversation starter to see ""what other type of support the person may need""

If you're worried about a homeless person, StreetLink provides a platform for anyone to refer them to local support services

Homeless Link, meanwhile, provides a directory of day centres that offer food, showers, laundry and shelter from the cold

Here are five more practical ways you can help someone who's homeless

At home, the NHS advises temperatures are kept at a minimum of 18C during the winter - especially if people are immobile, over the age of 65 or have a health condition.

If you know someone who struggles with the costs of heating their home, alert them to grants of up to £300 in the form of either the Winter Fuel Payment or the Cold Weather Payment.

People can also seek advice on insulating their homes from the Energy Savings Trust.

...there is much to embrace

 

Despite the darker nights, there's plenty to look forward to in the months ahead.

For those prepared to brave the outdoors, skiing in the Cairngorms, ice climbing in Kinlochleven, ice skating at Somerset House or even curling in Tunbridge Wells is available.

Many, though, will (unsurprisingly) prefer to spend their free time out of the cold.

 

Need inspiration for how to spend that time?

In Denmark, the concept of ""hygge"" (pronounced ""hoo-gah"") means perfecting the art of creating a warm atmosphere or cosiness through experiences.

 PA

Hygge is a ""fundamental"" aspect of your approach to life, explains Danish anthropologist Jeppe Trolle Linnet - and he says it fits well with how we view winter.

""The essence of it is how people relate to each other,"" he explains.

""Pay attention to each other, give each other quality time, relax together and leave some of the discipline of work and fitness aside.""

Leave fitness aside? No problem.

 

So for those looking for their own ""hygge"" in the coming months, fire-side evenings in old pubs, carol singing with friends and spiced hot drinks are fine - as is any activity, for that matter - as long as you're doing it with the people you love.

Can't be bothered to socialise?

Following the theme of Nordic lifestyle trends, why not try päntsdrunk?

Päntsdrunk is the anglicised word for the Finnish term ""kalsarikänni"", which literally means ""drinking at home, alone, in your underwear"".

This is more than a niche pastime in Finland.

It's become such a well-established part of the country's culture that its ministry of foreign affairs even talks about it in its guide to the country.

Finnish writer Miska Rantanen says the concept was born as a way of coping with long, dark winters when people couldn't be bothered to face the cold outside in order to see friends - so got drunk at home instead.

There's something for everyone, it seems.","Thu, 25 Oct 2018 08:33:01 GMT"

"NHS funding: Is the boost worth £84bn or £20bn?","https://ichef.bbci.co.uk/news/1024/branded_news/11740/production/_102088417_surgeonsgetty.jpg"," 

Back in the summer, Prime Minister Theresa May announced that NHS England's budget would increase by £20.5bn by 2023. This was confirmed in Philip Hammond's Budget but, speaking on BBC Radio 4's Today programme, the chancellor said the NHS was getting an £84bn boost.

""Don't forget we already made another promise back in June... to put £84bn into our National Health Service,"" he told the BBC.

So which is it: £20.5bn or £84bn?

Well the answer - somewhat confusingly - is that both figures refer to the same thing, but they are based on different calculations.

Let's start with the £20.5bn figure

The figure of £20.5bn is simply the difference between this year's NHS England budget and what the government says it will be in 2024 once inflation is taken into account - as shown in the government's NHS funding document published in June.

This works out as a 3.4% a year increase, on average, over the next five years.

But what about the £84bn figure?

The chancellor, on the other hand, has taken each annual increase and added it up year by year to arrive at a much larger figure (ie it's cumulative).

But that alone doesn't get you to £84bn.

He's also included the extra funding settlements for Scotland, Wales and Northern Ireland, as part of the Barnett formula.

The Barnett formula is used to decide how much devolved governments will receive when funding is increased in areas such as health and education in England.

Furthermore, the chancellor has also included an increase in NHS pension funding (worth up £1.2bn a year from 2019) in his calculations.

By putting all the extra numbers together, you get a table like this:

 Source: Budget 2018

Adding up all the additional NHS annual spend over the next five years gets you to the cumulative £84bn figure cited by the chancellor (or £83.58bn to be precise).

This is confirmed in the main Budget document, known as the red book:

""£20.5bn more a year in real terms by 2023-24... with a total UK-wide scorecard cost of £83.6bn.""

But some argue the Treasury's method is not a typical accounting procedure, among them is David Maguire, policy analyst, at the King's Fund think tank:

""Normally you take the starting point and compare it with the end point,"" he says.

""And to have different numbers (£20.5bn and £84bn), it makes it harder for the public to understand what's happening.""

The Treasury disagrees. It says the £84bn figure is clearly set out in the Budget scorecard and it stresses that both figures are correct.

Read more from Reality Check

Send us your questions

Follow us on Twitter","Tue, 30 Oct 2018 14:15:09 GMT"

"Reality Check: Is Scottish A&E outperforming England?","https://ichef.bbci.co.uk/news/1024/branded_news/168F7/production/_103770429_freeman_quote-nc.png","The claim: Scottish NHS accident and emergency departments have performed better than English ones for the last three and a half years.

Reality Check verdict: A higher proportion of patients has indeed been admitted, transferred or discharged within four hours in Scotland than in England for the last three and a half years. Scottish A&E departments have still been missing their 95% target in this area for more than a year.

Jeane Freeman, cabinet secretary for health and sport, told the SNP conference on Monday that Scottish A&E departments have been doing better than their English counterparts.

You have to be a bit careful comparing statistics between the nations of the UK.

Earlier this year, Theresa May got into trouble with from the UK Statistics Authority, which ensures the correct use of official numbers, for comparing 12-hour A&E waiting times in Wales and England.

The UKSA said: ""Waiting time comparisons between UK countries are difficult for a variety of reasons, including differences in data collection and in health service structure - the use of walk-in centres for example.""

The comparison is also tricky because there is greater demand for A&E services in England than in Scotland. In 2017-18, the former had 27,639 visits per 100,000 population, while Scotland had 24,929.

NHS Digital says the best comparison to make is between Type 1, major A&E facilities in England (in order to exclude things like walk-in centres and minor injury units) and emergency departments in Scotland.

Looking at this measure, the last time England had better four-hour A&E waiting times was in February 2015 - three and a half years ago.

NHS England and NHS Scotland both have a target that 95% of people visiting A&E will be discharged, admitted or transferred within four hours.

The last time NHS England met that target was in July 2013. NHS Scotland has been performing better, but has not hit the target since July 2017.

NHS Digital acknowledges that these statistics don't fully account for the ""differing case mix of patients"", for example, the age profile of an area or the provision of other forms of care.

What do you want BBC Reality Check to investigate? Get in touch

Read more from Reality Check

Follow us on Twitter","Tue, 09 Oct 2018 10:32:36 GMT"

"How can you get enough iron from your diet?","https://ichef.bbci.co.uk/news/1024/branded_news/82D9/production/_103379433_iron.jpg","   Red meat, green veg, nuts and seeds are all good dietary sources of iron

Do you often feel tired, short of breath or can you feel you heart beating away inside your chest? Have your friends commented that you look unusually pale?

If so, you may have iron-deficiency anaemia, the world's most common nutritional disorder.

In the UK, it is particularly common among young women.

An analysis by the government's Scientific Advisory Committee on Nutrition (SACN) on iron and health in 2011 indicated 21% of women aged between 19 and 34 had below recommended levels of ferritin (how iron is stored in the body).

I recently suggested to a friend with these symptoms that she might want to get herself checked out by her GP. A blood test revealed she was so anaemic it was surprising she could still walk upstairs. A few iron tablets sorted her out.

It's worth adding that you should talk to your GP if you're considering taking them - you might not need them and your symptoms could be caused by something else.

Where can you get your iron from?

Our bodies can't produce iron, so you have to get it in your diet - whether through foods that naturally contain it or those that have been fortified with iron, such as white bread and breakfast cereal.

The problem is that not all of that iron is in a form you can actually absorb.

 Glenn Dearing

How to get the most iron from your food

Eat leafy green veg raw or steamed

But do lightly boil your spinach

Eat or drink something containing vitamin C with your meal

Fermented breads are best

Trust Me I'm a Doctor asked nutrition scientist Prof Paul Sharp, from King's College London, to find the foods you should be eating to boost iron levels naturally.

Red meat is particularly rich in the sort of iron bodies find easy to absorb but these days many people are either cutting back on their red-meat consumption or cutting it out altogether.

And there are good sources of iron in dark-green leafy vegetables, such as kale and spinach, and pulses, such as peas and lentils. The problem is you don't absorb as much iron from plant sources as you do from red meat.

Then, there is the iron you can get from fortified bread and breakfast cereals, though again it is not always in a very absorbable form.

To demonstrate this, a neat party trick is to grind up the cereal, add some warm water and you can actually use a magnet to draw the iron filings out of the mush.

Wait for your coffee...

How you prepare your food and what you drink with it can also change how much iron you absorb.

To demonstrate this, Prof Sharp carried out some experiments to mimic human digestion.

The tests mimicked the effect of the enzymes involved in digesting food and the chemical reaction that occurs in human gut cells to show how much iron would be absorbed.

Take the test: Could eating more iron stop you feeling tired?

Prof Sharp showed that if you drink orange juice with your fortified breakfast cereal you absorb much more iron than when eating the cereal on its own - because orange juice contains vitamin C, which makes it easier to absorb iron from food.

But, disappointingly, if you drink coffee with your morning bowl of cereal, then that will mean you absorb significantly less iron.

   Raw cabbage anyone?

Why? Well, according to Prof Sharp, it's because coffee is full of chemicals called polyphenols that are very efficient at binding to the iron and making that iron less soluble.

So, if a fortified cereal is your breakfast of choice, then having a small glass of orange juice or an orange will help increase your iron uptake. You might also want to consider postponing your morning coffee until at least 30 minutes after you've eaten.

But what if you prefer getting your iron from more natural sources? Raw cabbage is a good source of available iron but we found that steaming it lessened the amount of available iron while boiling reduced it even further.

That's because, like oranges, cabbage is rich in vitamin C - and when you boil it, the vitamin C is released into the cooking water.

So, if you want to get the maximum nutrients from your cabbage, eat it raw (an acquired taste) or steam it.

The same is true of other veggies that contain both iron and vitamin C, such as kale, broccoli, cauliflower and watercress.

But, strangely enough, spinach is completely different. We found that when we boiled the spinach, it actually released 55% more ""bioavailable"" iron than when eaten raw.

Prof Sharp says: ""Spinach has compounds, called oxalates, and they basically trap the iron.

""When we cook spinach, the oxalate is released into the cooking water, and therefore the iron that remains will be more available for absorption.""

Finally, what about the bread?

We found the best bread for delivering iron was sourdough bread. That's because wheat contains a chemical called phytic acid that slows down iron absorption by the body.

When sourdough bread is made, the fermentation process breaks down the phytic acid so the iron that remains is more available for absorption.

There are more diet tips on the Trust Me website.

Trust Me I'm a Doctor continues on BBC Two on Wednesday, September 12, at 20:00.","Tue, 11 Sep 2018 23:19:43 GMT"

"Making Australia care about 'silent epidemic'","https://ichef.bbci.co.uk/news/1024/branded_news/AF99/production/_103035944_endo.jpg"," Syl Freedman  Lesley (L) and Syl Freedman's petition for a medication drew a massive response

Australia recently launched its first ""national action plan"" targeting endometriosis. It followed the advocacy of many - not least a mother and daughter who used viral success to fuel a wider conversation, writes Gary Nunn in Sydney.

Earlier this year, Sylvia Freedman received a message from a woman she'd never met disclosing something she found ""bizarre, but lovely!""

The woman had decided to name her baby Sylvia, because without Sylvia's advocacy, she'd never have got pregnant.

Syl suffers from endometriosis. Endometriosis (endo) currently has no known cause and no cure. It can cause severe pelvic pain and infertility.

Back in 2013, Syl's university tutor, who also had endo, offered to mentor her through an honours thesis on coverage of endometriosis in the media.

Their web search for media mentions of endometriosis returned zero mentions of the disease in any major Australian media outlets over 10 years. The tutor withdrew her offer, saying Syl couldn't do a literature review with nothing to review.

It was a fresh blow after a decade of confusion, debilitating pain, missed classes, losing jobs and endless hours on the couch hugging a hot water bottle, wishing she lived inside a different body.

Lobbying a pharma giant

Today, Sylvia, 27, is having a good day. She's able to sit upright on a chair opposite me and her mum, Lesley at their home in Sydney.

In the past, endo often left her unable to sit up, walk or even do up her jeans. Syl feels much better now partly thanks to effective excision surgery, daily self-management and Visanne - a drug designed to treat endo.

This medication is now available in Australia because Lesley and Sylvia took on pharmaceutical giant Bayer - and won.

 Syl Freedman  Syl Freedman is now on a committee advising the Australian government

Lesley discovered that Visanne was having success in treating endo-related pain overseas, but Bayer would not bring it to Australia and New Zealand. ""The marketing manager said I'd need to convince them there's a market for it here,"" she says.

Lesley started emailing her friends, but Syl thought there had to be a quicker way. She shared her story on Change.org, asking people to sign their petition targeting Bayer. The signatures would prove the need.

In total, they got 74,064 signers. Though the medication does not work for everyone, the pair were thrilled. Lesley wrote to supporters online: ""Together, we've changed the mind of one of the world's biggest pharmaceutical companies.""

From there they founded their own not-for-profit, EndoActive, which raises awareness, provides evidence-based information and advocates on behalf of the 700,000 women and girls with endo in Australia.

They convened Australia's first patient-centred endometriosis conference in 2015. ""Women were in tears before they even walked through the doors, relieved they were finally being taken seriously,"" Lesley says. ""Many women are not believed or told painful periods are normal.""

  Me and my endometriosis: 12 women share their stories

This awareness, along with work by others, helped bring about Australia's first National Action Plan for Endometriosis, launched last month.

""[Endo] is a silent epidemic, hidden due to stigma, misunderstanding, and society's easy dismissal of the importance and severity of pain in women,"" says Dr Susan Evans, a gynaecologist who is chair of the Pelvic Pain Foundation of Australia.

""Syl and Lesley have presented the story of girls and women in pain in a way that Australians appreciate, understand, and relate to. They've built on the work by women, advocates and consumers over many years to dramatically raise the profile of the condition.""

'Insane' toll

It's estimated that one in 10 women have endo. It occurs when tissue similar to the womb lining grows outside it in other parts of the body (from reproductive organs up to the brain), in some cases strangling and gluing together other organs, causing excruciating pain.

It takes, on average, seven to 12 years to get diagnosed. Symptoms vary but can be devastating: many experience crippling pelvic pain, 30% have fertility problems, and 66% experience pain during sex.

Syl would often turn up to work then vomit violently straight away. She was constantly fatigued. Two surgeries took months to recover from.

""Endo symptoms are so weird and so random you feel like you're going insane,"" she says. ""I still get anxious that people think I'm faking it.""

The problem is, endo is an invisible illness. ""The other day I had conjunctivitis"" Syl says. ""Everyone was saying 'you poor thing'. I thought, this is nothing! If only endo was this obvious.""

 Syl Freedman  Syl says she was left feeling desperate after receiving poor medical advice

Women have had to face such challenges in the diagnosis and treatment of endo, that Health Minister Greg Hunt made a national apology in December to recognise the pain and problems they've encountered in receiving adequate medical advice and treatment.

""Hearing that was so moving,"" Syl says.

Mr Hunt recently made a A$4.7m (£2.7m; $3.4m) commitment to the National Action Plan for Endometriosis and Syl now sits on the steering committee. Their first meeting will have many action points but debunking myths is high on Syl's list.

""Like so many women, I was told by a doctor that getting pregnant would help my pain,"" she says. ""I was 21, in agony and without a partner. I asked my best friend, who's gay, if he'd consider having a baby with me. Mum considered recruiting her friend's son. I'd never even met him. That's how desperate we were.

""Now we know pregnancy isn't a cure. We need to re-educate doctors as well as patients.""

Dr Evans says: ""Throughout the world, endometriosis and pelvic pain are under-recognised, under-researched, under-managed and under-supported. There's vast unmet human need in this area and change has been slow.""","Tue, 28 Aug 2018 15:05:30 GMT"

"Cruise ship rescue: How to survive for 10 hours in the water","https://ichef.bbci.co.uk/images/ic/1024x576/p06hwwf1.jpg","  'I am very lucky to be alive'

A British woman has survived for 10 hours in the sea off the coast of Croatia after falling from the back of a cruise ship.

The 46-year-old was alone and 60 miles from shore when she was rescued and taken to hospital. Details of her remarkable survival are still emerging - but what could help you stay alive in a similar situation?

Water temperature

There were several lucky factors in this case which helped the survivor, Kay Longstaff.

Sea survival instructor Simon Jinks says she could have sunk three or four metres beneath the water's surface after the initial fall and was fortunate not to be pulled under the ship.

There can be turbulence in the water next to a cruise liner and ""some waves can push you away and some waves can take you in"", he said - but it depends on the speed of the ship as well as luck.

She was also probably ""winded"" by the fall from such a large vessel.

Her second stroke of the luck was the warmth of the water she fell into - estimated to have been about 28-29C, or ""a little bit warmer than a swimming pool"", says Professor Mike Tipton, an expert on surviving extreme environments.

A person can survive for around one hour in 5C water, two hours in 10C and six hours in 15C - but if the temperature is in the high 20s then it is possible to survive for around 25 hours, he says.

Humans can go into cold water shock if the temperature is too low, which means they lose the ability to control their breathing and can potentially inhale water or drown.

And as their body temperature falls, someone can become tired, confused or disorientated.

If she'd fallen into the sea around Britain, she'd have been in water of between 12C and 15C - cool enough to cause cold water shock.

Try to float

According to this guide on Personal Survival Techniques, produced for the Irish sea fisheries board, the best way to slow down the rate at which your body cools is to avoid swimming and instead try to float in the water with your knees raised up to your chest.

The ""flat, calm conditions"" meant the woman in this case was able to float, swim and ""stay pretty much where she fell in"", says Prof Tipton.

""She wasn't being battered by waves for the whole of the time. She would have most inevitably had drowned if that had been the case.""

  Watch BBC reporter Natalie Crockett try out the RNLI floating technique

Clothing and footwear improve a person's buoyancy during their first moments in the water because they trap air, according to the RNLI. Floating calmly rather than moving around a lot will help the air stay trapped.

Anything you can do to help you float will improve your chances.

This maritime training school on Australia's Sunshine Coast advises anyone who finds themselves stuck in the water to look for something that is floating and hold on to it.

If they do not have a life jacket, they should try to make buoyancy out of clothing - a move familiar to many in the UK from school swimming lessons.

Get found

With the time it's possible to survive in the water limited, it's important to get rescued as soon as possible.

In this case, people on board appear to have noticed the woman was missing and used the ship's CCTV to pinpoint the time of her fall and hence her probable location.

But, as Prof Tipton says, it's still very hard to find someone floating alone at sea - particularly at night. ""It's just a really difficult thing to find what essentially is a head in the water.""

Be female

Women's high proportion of body fat - typically 10% more than men - can work in their favour.

""They have more subcutaneous fat and that means they are more buoyant because the body's buoyancy comes primarily from the air and fat in the body,"" Prof Tipton told BBC 5 Live.

The extra fat also helps keep the body warm, which helps when the human body gets tired in the water.

""You can imagine if you have to swim for 10 hours to keep your airway clear of the water, there's a pretty good chance you'd get exhausted,"" he said.

How do you survive 66 days lost at sea?

Incredible stories of survival at sea

Floating urged to increase sea survival

Keep your head

In order to survive this kind of ordeal, you also need to be mentally resilient.

According to Survival Psychology by Dr John Leach, during disaster situations, most people will be paralysed into doing nothing to help themselves. Others will panic but some will immediately take active measures to survive.

""I think there is a big psychological aspect,"" said Professor Tipton. ""At the time, hours six, seven, eight and nine it must be a fairly desperate situation to be in.""

 Norwegian Cruise Line  The British woman was found around one mile from where she fell from the Norwegian Star

In this case, the woman reportedly told a rescuer that she sang overnight to stop her getting cold.

Mr Jinks, whose company, Sea Regs, trains boat skippers and crews, says a person's ""will to survive"" is crucial. ""If you go into a situation and think, 'I'm going to die,' your psychology changes,"" he said.

Conversely, making a decision to tell yourself ""I'm not going to die today"" can help your chances.

What about the effect of alcohol?

The RNLI says around one in eight coastal deaths in the UK involves alcohol and urges swimmers to avoid going into the water after a drink.

It warns that alcohol can seriously impair judgement, reactions and ability to swim.

But Prof Tipton said in one of his recent studies, volunteers consumed six vodka drinks before going into the water.

And he said alcohol ""made absolutely no difference to their physiological responses to immersion"".

""What it does do is it makes your decision making a little more difficult. People make bad decisions when they've got alcohol on board.""

There is no indication that alcohol was involved in this most recent case.

Famous castaways: Who survived longest at sea?

   Mexican shark fisherman Jesus Vidana describing his crew's remarkable story of spending 270 days adrift","Mon, 20 Aug 2018 11:35:54 GMT"

"Does screen time really affect medical students' surgery skills?","https://ichef.bbci.co.uk/news/1024/branded_news/64D9/production/_103271852_a540e73e-aa59-4f07-b15b-c1b4fe731cf1.jpg","   A surgeon uses the robotic surgery system da Vinci, which is used in more than 70 hospitals in the UK

Medical students are losing the dexterity to stitch up their patients because they are spending too much time in front of screens.

That's the claim from one professor of surgery who says trainee doctors are ""less competent"", compared to their older colleagues, at using their hands.

Professor Roger Kneebone, from Imperial College London, says young people have so little experience of craft skills that they struggle with practical tasks.

It's a worrying thought - but how true is it? Does screen time impact dexterity?

Professor Kneebone argues that a decline in the manual dexterity of medical students is due to a lack of experience in handling materials, and that ""a lot of things are reduced to swiping on a two-dimensional flat screen"".

But his view is being challenged by doctors and health professionals, who say the facts, and their personal experiences, don't back him up.

Physiotherapist Ashley James said there is ""very, very little evidence"" to suggest the widespread use of smartphones by students affects their manual dexterity.

""There's not that research out there,"" he said. ""I'm not saying he [Professor Kneebone] doesn't have a point, but the likelihood is the authority and certainty of which he speaks is probably not based on fact or any evidence.""

Mr James pointed to a study of 100 medical students, half of whom were frequent mobile phone texters, and half light users.

""The researchers didn't find anything different in terms of dexterity,"" says Mr James. ""But another thing they tested in that study was reaction time.

""Mobile phone frequent texters had improved reaction time.""

He added: ""It's just one small study. I wouldn't hang my hat on it but I wouldn't be as forthright on my conclusion as the surgeon is.""

'Video games boosted my dexterity'

Trainee surgeon Saied Froghi, from London, who played video games like Age of Empire and Halo in his spare time during medical school, said time spent in front of a screen helped his surgery skills.

 Saied Froghi  Saied Froghi, right, with his brother Farid Froghi, a surgery research fellow, who joked ""all those years of gaming paid off""

""If you take the example of keyhole surgery, your eyes focus on a screen and your hands move synchronously with what you are doing,"" he said.

""That's a similar scenario to when you are playing football with a games console. Your hands know where the buttons are and how to rotate the instrument.""

Another former video games player - Rajin Chowdhury, a registrar in anaesthetic and intensive care at Sheffield Teaching Hospital - said he was ""more dextrous"" because of his hobby.

Video games, he said, improved hand-eye coordination because they trained the surgeon to perform the surgery remotely from a screen.

""For example in an appendicectomy, because of the way the camera is inserted in the abdomen, when you move it down [in the body] you move it up on the image. When I want to move right you have to move it left.

""It's not intuitive.""

 Rajin Chowdhury says games which require decent hand-eye co-ordination can help with some procedures

One consultant surgeon in Leeds tweeted a story he was told of how a junior doctor got the job done during an operation, citing his Nintendo skills as a help.

Skip Twitter post by @CowlingSurgeon One of my previous bosses told a great story of a senior Reg struggling to retrieve a loose body arthroscopically, only for the house officer, 1st time in theatre, plucking it out with ease, citing his Nintendo skills as the cause of his dexterity. — Paul Cowling (@CowlingSurgeon) October 30, 2018 Report

'Skills can be taught'

Meanwhile Susan Hill, vice president of the Royal College of Surgeons, said: ""I have not noticed any great difference in the dexterity of the medical students or junior doctors I come into contact with, when compared to other generations.

""In fact, I can recall finding some surgical techniques extremely difficult to master myself even though I trained well before the IT revolution,"" she said.

""Although it may be useful for a surgeon to be naturally dexterous, the skills required to operate can be taught.

""Much of surgical training is about practising skills such as cutting and sewing over and over until they are perfected.""

Professor Steve Wigmore, a professor of surgery from the University of Edinburgh. said research is showing that playing computer games ""is a good warm up"" to performing keyhole, or laparoscopic surgery.

""I think the quality of the trainees is down to the quality of the training,"" he said.

NHS surgeon and surgery professor Peter Brennan is the chairman of the MRCS exam for the UK and Ireland - the exam which junior doctors need to pass to become surgeons.

He said: ""We are not going to let people pass that exam if we don't think they have the skills"".

And he added medical students who want to become surgeons often may choose that career path because they are ""good with their hands"".

Many surgeons said practice is one of the top ways to improve their stitching and suturing skills - a rule which applies for both the current medical students - and older generations.

As surgeon Mr Froghi joked, as the doctors of today get older, ""do you think gardening will contribute to the acquisition and maintenance of new skills?""","Tue, 30 Oct 2018 19:28:00 GMT"

"'I never knew men could get breast cancer'","https://ichef.bbci.co.uk/news/1024/branded_news/6B61/production/_103898472_musongapic.jpg"," Moses Musonga says the treatment can be extremely painful

Moses Musonga never thought men could get breast cancer until he was diagnosed with the disease.

The 67-year-old Kenyan told the BBC that he was in profound shock when doctors told him in 2013 that he had stage-three breast cancer, turning his life upside down.

""I was in denial and wondered why such a disease, which is not male-oriented, had singled me out of millions of men in the world,"" Mr Musonga said.

It all started with a painless lump in his right nipple that grew larger as time went by. Then came the nipple discharge and occasional chest pains.

Doctors kept on giving Mr Musonga, a father of five, painkillers to treat something they were unsure about.

And despite the fact that his breasts were unusually bigger than those of most men, Mr Musonga never thought it was anything to worry about.

He sought medical help when the skin on his right breast began to ulcerate.

  'I was in denial about male breast cancer'

Tests on a tissue sample confirmed that Mr Musonga had breast cancer.

""I hadn't known that breast cancer affects men and therefore didn't notice that what was affecting me was breast cancer,"" he said.

Dr Sitna Mwanzi, a consultant medical oncologist at the Aga Khan University Hospital in the capital, Nairobi, said male breast cancer is not very common.

Her experience showed that for every 100 breast cancer patients, one will be male.

Why do men get breast cancer?

 

Exact cause is unknown but risk of getting it increases because of:

Genes and family history, including inheriting faulty versions of BRCA1 or BRCA2 genes

Conditions that can increase the level of oestrogen in the body, including obesity, Klinefelter syndrome and scarring of the liver (cirrhosis)

Previous radiotherapy to the chest area

It is not certain if you can do anything to reduce your risk, but it may help if you:

Eat a balanced diet

Lose weight if you are overweight

Avoid drinking too much alcohol

Source: UK's National Health Service

About 6,000 cases of breast cancer will be diagnosed in Kenya this year - making up 12.5% of all cancers in the country, according to Globocan 2008, which is part of the World Health Organization's International Agency for Research on Cancer.

Across the whole of Africa, they expect about 170,000 cases.

Dr Mwanzi said women are more at risk for various reasons, including the fact that they have more oestrogen naturally than men.

""When you have an excess of oestrogen, it stimulates a formation of more breast tissue and with that some of the cells can become abnormal and lead to breast cancer,"" she said.

 Dr Mwanzi says the chances of men getting breast cancer are extremely rare

Dr Mwanzi added that both men and women should keep an eye out for symptoms, especially a lump on the breast.

Other symptoms include changes in the skin on the breast and the nipple, bloodstained discharge from the nipple, and a change in the shape or size of one or both breasts.

Cancer also brings about weight loss, she added.

Dr Mwanzi said the main treatments for breast cancer were radiotherapy, chemotherapy, surgery and hormone therapy.

""Men should examine their breasts for lumps on a regular basis. They should be checking themselves very often,"" she added.

You may also be interested in:

Mr Musonga said breast cancer treatment, especially if the disease is at an advanced stage, is extremely painful.

""The hair on my head was not shaved but was removed by chemicals.

""I cannot walk for long and struggle with fatigue, nausea and vomiting on a daily basis,"" he said.

'No discrimination'

The 67-year-old had to quit lecturing at a college after starting chemotherapy sessions that caused loss of breath.

   Both women and men are urged to learn about breast cancer

As breast cancer is linked to women, Mr Musonga had feared that he would face some discrimination when he told people about the diagnosis.

""Instead of being shocked and judgemental, most people are curious and want to know more about breast cancer in men because it's believed to be a woman's disease,"" he said.

He advised men to take the disease seriously, and to seek treatment early on.

""They should accept it. They can be treated and go back to their normal lives,"" he added.","Tue, 30 Oct 2018 00:15:11 GMT"

